PYTHON-1,mike,Closed,2009-07-15 14:47:27.000000,2024-06-15 19:26:17.820601+00,470810330.820601
PYTHON-10,mike,Closed,2009-06-08 17:28:11.000000,2024-06-15 19:26:17.820601+00,473997486.820601
PYTHON-100,mike,Closed,2010-08-31 16:26:05.000000,2024-06-15 19:26:17.820601+00,435207612.820601
PYTHON-1000,behackett,Closed,2015-10-06 16:39:03.000000,2024-06-15 19:26:17.820601+00,274330034.820601
PYTHON-1001,behackett,Closed,2015-10-06 17:10:27.000000,2024-06-15 19:26:17.820601+00,274328150.820601
PYTHON-1002,behackett,Closed,2015-10-13 16:34:31.000000,2024-06-15 19:26:17.820601+00,273725506.820601
PYTHON-1003,jesse,In Progress,2015-10-16 20:26:56.000000,2015-10-16 21:06:27+00,2371
PYTHON-1003,jesse,In Progress,2015-10-16 20:26:56.000000,2015-11-03 00:42:21+00,1484125
PYTHON-1003,jesse,In Code Review,2015-10-16 20:27:00.000000,2015-11-03 00:42:21+00,1484121
PYTHON-1003,jesse,Resolved,2015-10-16 21:06:27.000000,2024-06-15 19:26:17.820601+00,273449990.820601
PYTHON-1003,behackett,Closed,2015-11-03 00:42:21.000000,2024-06-15 19:26:17.820601+00,271968236.820601
PYTHON-1005,behackett,Closed,2015-11-01 17:06:01.000000,2024-06-15 19:26:17.820601+00,272082016.820601
PYTHON-1006,behackett,In Progress,2015-10-27 15:57:59.000000,2015-12-08 01:02:07+00,3575048
PYTHON-1006,behackett,Resolved,2015-10-27 15:58:24.000000,2024-06-15 19:26:17.820601+00,272518073.820601
PYTHON-1006,behackett,Closed,2015-12-08 01:02:07.000000,2024-06-15 19:26:17.820601+00,268943050.820601
PYTHON-1008,behackett,Closed,2016-03-02 16:57:23.000000,2024-06-15 19:26:17.820601+00,261541734.820601
PYTHON-1009,behackett,In Progress,2015-11-19 03:38:58.000000,2015-12-08 01:02:07+00,1632189
PYTHON-1009,behackett,Resolved,2015-11-19 03:39:06.000000,2024-06-15 19:26:17.820601+00,270575231.820601
PYTHON-1009,behackett,Closed,2015-12-08 01:02:07.000000,2024-06-15 19:26:17.820601+00,268943050.820601
PYTHON-101,mike,Closed,2010-04-05 17:37:21.000000,2024-06-15 19:26:17.820601+00,447990536.820601
PYTHON-1010,anna.herlihy@10gen.com,In Progress,2015-11-10 19:01:18.000000,2015-11-13 16:00:05+00,248327
PYTHON-1010,anna.herlihy@10gen.com,In Progress,2015-11-10 19:01:18.000000,2015-11-18 03:45:27+00,636249
PYTHON-1010,anna.herlihy@10gen.com,In Code Review,2015-11-10 19:37:37.000000,2015-11-18 03:45:27+00,634070
PYTHON-1010,anna.herlihy@10gen.com,Resolved,2015-11-13 16:00:05.000000,2024-06-15 19:26:17.820601+00,271049172.820601
PYTHON-1010,behackett,Closed,2015-11-18 03:45:27.000000,2024-06-15 19:26:17.820601+00,270661250.820601
PYTHON-1011,behackett,In Progress,2015-11-13 16:11:29.000000,2015-11-17 00:24:49+00,288800
PYTHON-1011,behackett,In Progress,2015-11-13 16:11:29.000000,2015-11-18 03:46:36+00,387307
PYTHON-1011,behackett,In Code Review,2015-11-16 23:14:05.000000,2015-11-18 03:46:36+00,102751
PYTHON-1011,behackett,Resolved,2015-11-17 00:24:49.000000,2024-06-15 19:26:17.820601+00,270759688.820601
PYTHON-1011,behackett,Closed,2015-11-18 03:46:36.000000,2024-06-15 19:26:17.820601+00,270661181.820601
PYTHON-1012,behackett,Closed,2015-12-09 20:09:09.000000,2024-06-15 19:26:17.820601+00,268787828.820601
PYTHON-1013,luke.lovett,In Progress,2015-11-17 00:14:19.000000,2015-11-17 19:38:45+00,69866
PYTHON-1013,luke.lovett,In Progress,2015-11-17 00:14:19.000000,2015-11-17 19:12:14+00,68275
PYTHON-1013,luke.lovett,In Progress,2015-11-17 00:14:19.000000,2015-11-18 03:45:27+00,99068
PYTHON-1013,luke.lovett,In Code Review,2015-11-17 00:56:26.000000,2015-11-17 19:12:26+00,65760
PYTHON-1013,luke.lovett,In Code Review,2015-11-17 00:56:26.000000,2015-11-18 03:45:27+00,96541
PYTHON-1013,luke.lovett,In Progress,2015-11-17 19:12:14.000000,2015-11-17 19:38:45+00,1591
PYTHON-1013,luke.lovett,In Progress,2015-11-17 19:12:14.000000,2015-11-18 03:45:27+00,30793
PYTHON-1013,luke.lovett,In Code Review,2015-11-17 19:12:26.000000,2015-11-18 03:45:27+00,30781
PYTHON-1013,luke.lovett,Resolved,2015-11-17 19:38:45.000000,2024-06-15 19:26:17.820601+00,270690452.820601
PYTHON-1013,behackett,Closed,2015-11-18 03:45:27.000000,2024-06-15 19:26:17.820601+00,270661250.820601
PYTHON-1014,anna.herlihy@10gen.com,In Progress,2015-11-18 19:23:57.000000,2015-11-18 19:51:43+00,1666
PYTHON-1014,anna.herlihy@10gen.com,In Progress,2015-11-18 19:23:57.000000,2015-12-08 01:02:08+00,1661891
PYTHON-1014,anna.herlihy@10gen.com,In Code Review,2015-11-18 19:27:20.000000,2015-12-08 01:02:08+00,1661688
PYTHON-1014,anna.herlihy@10gen.com,Resolved,2015-11-18 19:51:43.000000,2024-06-15 19:26:17.820601+00,270603274.820601
PYTHON-1014,behackett,Closed,2015-12-08 01:02:08.000000,2024-06-15 19:26:17.820601+00,268943049.820601
PYTHON-1015,behackett,Closed,2015-11-26 18:05:36.000000,2024-06-15 19:26:17.820601+00,269918441.820601
PYTHON-1016,anna.herlihy@10gen.com,In Progress,2015-12-03 18:50:33.000000,2024-06-15 19:26:17.820601+00,269310944.820601
PYTHON-1016,anna.herlihy@10gen.com,Closed,2016-02-09 16:37:50.000000,2024-06-15 19:26:17.820601+00,263443707.820601
PYTHON-1017,behackett,Closed,2015-12-03 17:09:24.000000,2024-06-15 19:26:17.820601+00,269317013.820601
PYTHON-1018,behackett,Closed,2015-12-09 20:06:42.000000,2024-06-15 19:26:17.820601+00,268787975.820601
PYTHON-1019,behackett,In Progress,2015-12-05 00:50:59.000000,2015-12-07 23:09:19+00,253100
PYTHON-1019,behackett,In Progress,2015-12-05 00:50:59.000000,2015-12-08 01:02:07+00,259868
PYTHON-1019,behackett,In Code Review,2015-12-05 00:51:05.000000,2015-12-08 01:02:07+00,259862
PYTHON-1019,behackett,Resolved,2015-12-07 23:09:19.000000,2024-06-15 19:26:17.820601+00,268949818.820601
PYTHON-1019,behackett,Closed,2015-12-08 01:02:07.000000,2024-06-15 19:26:17.820601+00,268943050.820601
PYTHON-102,mike,Closed,2010-02-16 10:24:07.000000,2024-06-15 19:26:17.820601+00,452163730.820601
PYTHON-1020,luke.lovett,In Progress,2015-12-07 19:48:42.000000,2015-12-07 21:38:58+00,6616
PYTHON-1020,luke.lovett,Open,2015-12-07 21:37:45.000000,2024-06-15 19:26:17.820601+00,268955312.820601
PYTHON-1020,luke.lovett,Closed,2015-12-07 21:38:58.000000,2024-06-15 19:26:17.820601+00,268955239.820601
PYTHON-1021,behackett,In Progress,2015-12-15 18:52:22.000000,2016-02-03 00:00:39+00,4252097
PYTHON-1021,behackett,In Progress,2015-12-15 18:52:22.000000,2015-12-15 23:45:26+00,17584
PYTHON-1021,behackett,In Code Review,2015-12-15 20:48:48.000000,2016-02-03 00:00:39+00,4245111
PYTHON-1021,behackett,Resolved,2015-12-15 23:45:26.000000,2024-06-15 19:26:17.820601+00,268256451.820601
PYTHON-1021,luke.lovett,Closed,2016-02-03 00:00:39.000000,2024-06-15 19:26:17.820601+00,264021938.820601
PYTHON-1022,behackett,In Progress,2016-06-14 22:58:59.000000,2016-06-15 17:14:44+00,65745
PYTHON-1022,behackett,In Progress,2016-06-14 22:58:59.000000,2016-07-13 22:53:57+00,2505298
PYTHON-1022,behackett,In Code Review,2016-06-14 23:52:53.000000,2016-07-13 22:53:57+00,2502064
PYTHON-1022,behackett,Resolved,2016-06-15 17:14:44.000000,2024-06-15 19:26:17.820601+00,252468693.820601
PYTHON-1022,behackett,Closed,2016-07-13 22:53:57.000000,2024-06-15 19:26:17.820601+00,250029140.820601
PYTHON-1023,behackett,In Progress,2016-06-15 00:20:14.000000,2016-07-13 22:53:56+00,2500422
PYTHON-1023,behackett,Resolved,2016-06-15 17:58:10.000000,2024-06-15 19:26:17.820601+00,252466087.820601
PYTHON-1023,behackett,Closed,2016-07-13 22:53:56.000000,2024-06-15 19:26:17.820601+00,250029141.820601
PYTHON-1024,behackett,Closed,2015-12-08 20:04:46.000000,2024-06-15 19:26:17.820601+00,268874491.820601
PYTHON-1025,behackett,In Progress,2016-04-15 17:44:56.000000,2016-06-18 02:10:38+00,5473542
PYTHON-1025,behackett,In Progress,2016-04-15 17:44:56.000000,2016-07-01 23:58:19+00,6675203
PYTHON-1025,behackett,In Progress,2016-04-15 17:44:56.000000,2016-07-13 22:53:57+00,7708141
PYTHON-1025,behackett,Open,2016-05-06 22:17:06.000000,2016-06-24 23:56:26+00,4239560
PYTHON-1025,behackett,Open,2016-05-06 22:17:06.000000,2016-07-13 22:53:57+00,5877411
PYTHON-1025,behackett,Open,2016-05-06 22:17:06.000000,2016-07-01 23:58:19+00,4844473
PYTHON-1025,behackett,In Progress,2016-06-18 02:10:38.000000,2016-07-13 22:53:57+00,2234599
PYTHON-1025,behackett,In Progress,2016-06-18 02:10:38.000000,2016-07-01 23:58:19+00,1201661
PYTHON-1025,behackett,In Code Review,2016-06-24 23:56:26.000000,2016-07-13 22:53:57+00,1637851
PYTHON-1025,behackett,Resolved,2016-07-01 23:58:19.000000,2024-06-15 19:26:17.820601+00,251062078.820601
PYTHON-1025,behackett,Closed,2016-07-13 22:53:57.000000,2024-06-15 19:26:17.820601+00,250029140.820601
PYTHON-1026,behackett,In Progress,2016-09-20 00:46:52.000000,2016-11-15 23:26:30+00,4919978
PYTHON-1026,behackett,In Progress,2016-09-20 00:46:52.000000,2016-09-21 18:17:57+00,149465
PYTHON-1026,behackett,In Progress,2016-09-20 00:46:52.000000,2016-10-27 23:17:19+00,3277827
PYTHON-1026,behackett,In Code Review,2016-09-21 04:41:00.000000,2016-11-15 21:23:07+00,4812127
PYTHON-1026,behackett,In Code Review,2016-09-21 04:41:00.000000,2016-10-27 00:59:21+00,3097101
PYTHON-1026,behackett,In Progress,2016-09-21 18:17:57.000000,2016-10-27 23:17:19+00,3128362
PYTHON-1026,behackett,In Progress,2016-09-21 18:17:57.000000,2016-11-15 23:26:30+00,4770513
PYTHON-1026,behackett,In Code Review,2016-10-27 00:59:21.000000,2016-11-15 21:23:07+00,1715026
PYTHON-1026,behackett,In Progress,2016-10-27 23:17:19.000000,2016-11-15 23:26:30+00,1642151
PYTHON-1026,behackett,In Code Review,2016-11-15 21:23:07.000000,2024-06-15 19:26:17.820601+00,239234590.820601
PYTHON-1026,behackett,Closed,2016-11-15 23:26:30.000000,2024-06-15 19:26:17.820601+00,239227187.820601
PYTHON-1027,behackett,In Progress,2015-12-15 23:46:23.000000,2016-02-03 00:02:00+00,4234537
PYTHON-1027,behackett,Resolved,2015-12-15 23:46:30.000000,2024-06-15 19:26:17.820601+00,268256387.820601
PYTHON-1027,luke.lovett,Closed,2016-02-03 00:02:00.000000,2024-06-15 19:26:17.820601+00,264021857.820601
PYTHON-1029,behackett,In Progress,2015-12-15 23:46:55.000000,2016-02-03 00:00:38+00,4234423
PYTHON-1029,behackett,In Progress,2015-12-15 23:46:55.000000,2016-01-09 00:28:58+00,2076123
PYTHON-1029,behackett,In Code Review,2015-12-16 00:22:45.000000,2016-02-03 00:00:38+00,4232273
PYTHON-1029,behackett,Resolved,2016-01-09 00:28:58.000000,2024-06-15 19:26:17.820601+00,266180239.820601
PYTHON-1029,luke.lovett,Closed,2016-02-03 00:00:38.000000,2024-06-15 19:26:17.820601+00,264021939.820601
PYTHON-103,mike,Closed,2010-04-05 17:37:34.000000,2024-06-15 19:26:17.820601+00,447990523.820601
PYTHON-1031,anna.herlihy@10gen.com,In Progress,2015-12-15 19:20:51.000000,2015-12-15 20:28:52+00,4081
PYTHON-1031,anna.herlihy@10gen.com,In Progress,2015-12-15 19:20:51.000000,2016-02-03 00:00:39+00,4250388
PYTHON-1031,anna.herlihy@10gen.com,In Code Review,2015-12-15 20:07:47.000000,2016-02-03 00:00:39+00,4247572
PYTHON-1031,anna.herlihy@10gen.com,Resolved,2015-12-15 20:28:52.000000,2024-06-15 19:26:17.820601+00,268268245.820601
